Open,High,Low,Close,Volume
INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
1730.4227520498516,1754.5309246745155,1730.4227520498516,1740.23095703125,3329616
1740.230952329744,1747.747622052123,1721.4853235703652,1740.8726806640625,3921999
1741.651966369965,1744.3102996453717,1686.6524305898608,1690.9149169921875,6995719
1675.6523656780032,1675.6523656780032,1649.9859180636793,1666.302490234375,6449205
1664.1481843202025,1682.9855675391345,1656.2191751670684,1663.0941162109375,4834389
1663.7357941354012,1714.0603868167143,1661.9024764559133,1696.50634765625,7857560
1700.4022975348785,1714.152181342438,1695.9565241498024,1700.9522705078125,5142287
1713.1438347417302,1731.5686561894713,1704.98554818021,1720.981201171875,5362535
1746.2353086696562,1753.110250829773,1710.8064176918188,1738.71875,14277630
1725.1521296583062,1771.901735722373,1724.2354707158736,1768.555908203125,7688506
1776.989082120872,1791.0597732766262,1769.6099335212443,1777.85986328125,5262464
1761.9099524191436,1782.9014624541396,1752.1475132916348,1760.6724853515625,3690315
1756.318405238252,1756.318405238252,1707.5979636321556,1711.447998046875,5747770
1690.319159557556,1693.9857954785052,1664.1943786207935,1671.7109375,5533463
1645.4026577244595,1657.319222933606,1627.9861393418607,1636.877685546875,8252758
1617.9030829359795,1621.248910557681,1583.9867010274065,1592.0533447265625,7116712
1582.703110464448,1594.9863611422659,1558.7783374266799,1578.6240234375,9137653
1560.153330233943,1567.2115584733317,1526.2369534897268,1538.7034912109375,11231734
1540.903827963528,1583.5743505281605,1539.5288394198367,1545.67041015625,10998502
1574.8200262252203,1603.6947822357527,1572.3908577052837,1591.503173828125,8788872
1618.91129082175,1631.6528721465322,1590.1281784505836,1624.365478515625,5119935
1639.9029293391777,1643.3862782519077,1624.3197265450099,1638.1612548828125,4253717
1630.7361557573752,1630.7361557573752,1589.4865059490098,1593.6573486328125,3832922
1587.6532989938855,1607.7739181571546,1567.6243233461087,1595.994873046875,4700077
1578.6698453281606,1587.6531469228316,1554.103454996554,1572.0699462890625,4310209
1567.4868116725174,1581.2366959854342,1554.6535863137951,1574.178466796875,6053401
1590.4031144827397,1597.7363853276167,1581.2365259266433,1592.511474609375,3867244
1609.3322815224496,1626.0613070852673,1603.0073124919334,1622.11962890625,4334630
1594.986581023493,1600.4406570446915,1570.2367892489904,1577.890869140625,7551371
1549.153524139982,1575.3241802088924,1538.382782182204,1542.0035400390625,7459637
1557.403343276396,1601.1738021589433,1549.5658655659204,1593.3822021484375,4669915
1593.3822652363226,1609.148752887809,1582.93233184088,1588.8448486328125,5350642
1598.6531511734051,1603.2364457581912,1576.9283796002549,1581.0533447265625,3937950
1567.4866501794208,1578.9448859263464,1561.5283675910196,1564.6907958984375,5602215
1559.2367027148039,1592.5114637043112,1550.5284436461438,1586.46142578125,5120890
1558.228518060788,1605.0697664204756,1550.1161090107894,1589.807373046875,8878515
1604.1530102027486,1611.715445822276,1588.9364954567636,1597.598876953125,5478811
1549.2450437258376,1572.0239929414747,1531.278553297877,1538.291015625,13592379
1572.0698571973257,1584.1239429132188,1537.236822460592,1553.3699951171875,9737281
1542.0035653092905,1584.032465623111,1526.2370769012384,1572.6199951171875,15076542
1567.48674023097,1571.5200618249676,1550.0702208950704,1560.8868408203125,6771489
1576.8365224099455,1589.394815899755,1563.407559660803,1577.432373046875,7344147
1553.9660175363883,1591.3198681275153,1540.9036280658715,1579.6783447265625,9074499
1555.5701866945778,1605.069768357222,1554.6535277748992,1594.8489990234375,9742588
1575.2324384632896,1649.9860163517383,1575.2324384632896,1630.0028076171875,10984500
1641.7360847011198,1678.9524135438992,1641.7360847011198,1662.223388671875,10193515
1691.0065372699532,1691.0065372699532,1659.3359269263535,1673.7275390625,6547182
1662.8194379084196,1678.769327002016,1660.0694608887254,1670.1527099609375,4758657
1678.9065499663645,1737.068508841398,1678.9065499663645,1733.1268310546875,10289724
1730.972793631946,1730.972793631946,1677.4857697464472,1686.0107421875,7140443
1709.5686832862073,1736.1059111178974,1694.9021423035908,1731.9351806640625,5233979
1763.010054136151,1763.010054136151,1680.2815908978046,1700.0355224609375,17731459
1705.9021392755003,1729.6436261402166,1687.6606055734132,1698.61474609375,8362085
1695.8187458320078,1732.4850970932405,1685.7354992351688,1730.101806640625,5709382
1738.901836081165,1741.6518126274186,1702.235482131114,1716.35205078125,6192824
1701.4563443885272,1736.7018323621985,1701.4563443885272,1729.460205078125,3784303
1734.3187078806857,1736.1520257537095,1703.1523040392779,1720.1563720703125,3438588
1710.48542344731,1724.143662766315,1698.2480501123027,1717.72705078125,4008555
1717.7270537303368,1731.935266007374,1705.4896803743197,1728.818603515625,3917785
1750.8184138418037,1759.0683435405347,1737.0685310105855,1745.2725830078125,7795839
1741.6518174511546,1753.5683825179256,1736.335151354939,1747.930908203125,5399145
1729.597856862632,1751.093575625521,1721.7604902526805,1744.9061279296875,6171518
1732.2562749244316,1735.2354165534855,1716.9022372977697,1726.02294921875,7364074
1726.8021211412627,1732.1186757480452,1702.373138503059,1705.993896484375,5472024
1700.402293721794,1702.693941017915,1670.2900706301318,1676.431640625,5407453
1669.2816802710706,1675.7899358698687,1656.9067855238552,1660.0692138671875,5797544
1671.0692200436147,1684.819103916711,1657.3193361705187,1663.3692626953125,5131446
1662.8192733370197,1662.8192733370197,1615.6572168756952,1619.3238525390625,8248407
1611.0280613906957,1611.0280613906957,1583.7574583600424,1597.2322998046875,6456184
1608.6903795723367,1611.027904363004,1587.6531040436546,1602.8238525390625,6257693
1471.695732297264,1512.4870496982157,1457.4875206182808,1486.2706298828125,30523965
1500.2499024972567,1500.2499024972567,1420.8213815921094,1431.8212890625,17044923
1443.7378704300131,1463.2627511507576,1432.7379628457845,1455.37939453125,10678747
1462.0710451761188,1491.5874190096506,1456.800256141785,1483.8875732421875,7766514
1470.6417711492143,1476.4625331304314,1450.5211518583667,1453.31689453125,8134245
1441.7209463384331,1441.7209463384331,1424.5793603425448,1430.9959716796875,7000570
