Open,High,Low,Close,Volume
HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
708.0793931756458,726.1985965026994,705.9336980448105,724.6012573242188,9069184
724.7681267081098,730.91913100355,718.9509321312872,728.844970703125,8857352
732.778766127711,749.5628473145584,728.6303872019736,746.153564453125,14332638
735.7349713389451,741.3376193708522,729.5601612584005,734.185302734375,9628930
736.2118203075931,747.0595009500787,732.3495808188819,739.3350219726562,11179384
742.8873130102296,749.562808762568,736.9270489456418,743.4356689453125,8856496
744.580075519005,747.9893001103385,738.0237848345857,746.6542358398438,8389198
747.6555607372823,751.7800753123378,740.026422362412,742.24365234375,21085530
741.4568734293832,741.4568734293832,724.9588736102951,728.5827026367188,41963896
729.536401427444,738.4529341626065,724.2913684760049,736.76025390625,11208968
729.5363169409044,741.933666117678,724.362819406353,725.4833374023438,22989372
730.9668513546392,739.5019619124464,726.1986396693512,729.1787719726562,12341152
731.4436449073416,734.1853665228679,721.5972765078322,724.029052734375,14317626
728.7972806282219,728.8211449685675,715.2794123479641,719.5231323242188,15197846
715.231741458668,729.4410353379302,708.3655050995233,725.5310668945312,11537694
719.9760473917188,725.3641494836409,699.7588778917919,708.8661499023438,11868508
695.5151986563325,712.8476362305627,688.5297570012926,709.5337524414062,13594248
691.390628737237,708.0793680515841,684.2383118882311,703.2872924804688,28617838
704.5032586078653,708.8899899646295,696.1588883705471,697.7085571289062,24925208
702.2383969728007,711.2026584917774,699.4013342174085,708.4132080078125,12842546
719.2847128175622,723.33769263788,702.5721080409103,713.80126953125,14739484
720.9296531161825,731.9204029707604,717.9018507124601,730.1084594726562,13969290
728.9403182415431,734.2806917306788,719.5231007205157,722.5509033203125,10564762
728.7734396895028,730.8952704734436,721.9548741269983,726.6754150390625,11579958
721.0011863049954,724.2912635937969,696.1588182007528,700.044921875,12268042
703.9787869298048,704.9562354047413,688.7920443085895,697.041015625,13981130
702.8343738300678,715.0886540806432,699.4966257860987,714.0873413085938,11308342
721.907187260953,732.1588415054117,716.0184579756257,727.1998901367188,14314530
715.3509259031543,727.1522492933248,714.9933100428462,724.2197875976562,10711104
710.4635536816994,714.969490521759,700.5933786007545,702.6913452148438,14656620
703.7880295497329,727.1045958283961,702.381430415233,723.7191772460938,13135066
731.6104996879021,731.801239783784,718.5694532361377,722.7416381835938,10032264
721.4780012996904,725.7217207692447,716.1852986829209,718.3309936523438,7351208
714.4211204283296,723.3376522529231,710.6780280033935,721.1204223632812,7796128
717.1390189287181,729.8701205170446,713.1099034410892,725.7694702148438,7468066
710.3681638508536,725.7694518837764,709.485998169594,720.3336791992188,9536196
727.1999374291306,727.4860184831842,713.1575775889172,715.660888671875,9029562
691.3429712914594,703.2873057309172,670.9588678877411,676.7999267578125,23630766
686.5985822628503,698.9721258594196,683.2131637853273,694.2992553710938,18318654
679.9469568224146,685.9310855101119,674.2489673879876,680.066162109375,24880832
661.1125436317537,666.7867271223132,645.8065959143817,655.271484375,38505560
658.4900132950686,663.7350459860503,649.8595620537765,653.7218017578125,17527922
648.4768340651299,660.8741853046103,637.4622759511957,651.576171875,21219364
628.6886914363366,635.2926527769117,618.4609009671524,631.6926879882812,27054458
620.9165005032236,636.0794368989913,616.0529478811819,633.1231689453125,39212492
634.1721328923377,655.486015129068,628.8555654002568,653.7933349609375,23134694
680.4237752079542,680.4237752079542,658.1323866368458,664.0687866210938,22273206
661.8277543205705,671.8171341024205,654.532367464005,666.0238037109375,15150780
674.7018729632736,691.3906118704924,674.7018729632736,687.8383178710938,25018126
688.2912981269064,691.1522248943199,673.1522273160099,678.9932861328125,18867928
689.9601889702185,693.7747580868472,684.8104973804876,690.508544921875,13364108
701.8807436469912,710.3681835304403,701.1893762510894,705.7191772460938,14823954
709.033027266558,712.2038994533093,702.2621904364087,708.7946166992188,12257876
706.3151817367594,714.2780715350075,694.8237456368183,712.4423217773438,10461814
718.569432653002,724.1959451889697,702.6435954971895,705.337646484375,31188256
699.0198096341156,700.7602184820541,684.0238076687907,687.8860473632812,20160044
691.8674795786668,692.344300722415,676.6092029787237,682.2833862304688,16366462
682.283420230434,685.6688388786094,668.3125367401232,683.1893920898438,15754886
687.0992707480426,696.2780778000204,681.8542381469125,692.2489624023438,12377448
701.8807254115032,707.0065527200452,693.3218091413833,704.240966796875,20109742
701.4039395415914,707.9363662740731,698.9721632210322,701.093994140625,14295714
703.9787569788011,719.9999359657724,701.0701596071007,718.0926513671875,14568556
753.3774846001173,821.133764453707,745.0569780683059,789.9973754882812,97450970
794.717767449619,794.717767449619,763.8674631022413,766.8475952148438,30922582
757.0488740941967,758.0502450175745,737.8091534123917,739.47802734375,27027860
734.9244267815849,734.9482329145272,721.7641171036882,723.2184448242188,40781732
721.0011849444854,727.5098047024128,713.9442674775438,722.2171020507812,41256322
718.0926114805898,719.9998959732341,712.013142160286,713.3959350585938,20799066
707.6025843433525,718.4979359449643,705.7668345628483,712.1323852539062,27435402
710.4635588919804,716.3284826939769,697.4225112474206,698.5191650390625,28892520
676.5376927278988,682.6410268717416,662.8052782128149,665.3800659179688,45620376
658.4423321203786,662.5668466742184,632.7416607110928,639.9893188476562,74096022
645.8303266993228,648.4290366623537,636.7230551741235,645.7588500976562,49325736
650.8608866052177,657.9178630902536,645.2821022880278,655.3191528320312,52446270
648.4767477932386,655.7959406216756,643.3032500861763,646.3787231445312,20659148
643.7085121820943,653.5548799540203,630.4767260983513,651.2184448242188,20935488
654.1986088050767,658.9429559000614,647.1178264660755,654.2224731445312,17016842
